wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
3586,7.5,0.23,0.3,1.2,0.03,27,80,3.05,0.68,10.5,0.99192,W,5
3587,6.8,0.19,0.36,1.9,0.035,30,96,3.15,0.54,10.8,0.9917,W,7
3588,6.7,0.26,0.29,7.1,0.036,28,100,3.08,0.36,9.3,0.99534,W,6
3589,6.5,0.23,0.33,13.8,0.042,25,139,3.35,0.56,10.4,0.99695,W,6
3590,7.2,0.24,0.27,11.4,0.034,40,174,3.2,0.44,9,0.99773,W,5
3591,6.5,0.29,0.42,10.6,0.042,66,202,3.24,0.53,9.5,0.99674,W,6
3592,7.3,0.25,0.36,13.1,0.05,35,200,3.04,0.46,8.9,0.9986,W,7
3593,7.5,0.35,0.48,12.4,0.056,61,176.5,2.97,0.52,8.8,0.99803,W,5
3594,6.6,0.4,0.32,1.7,0.035,39,84,3.59,0.48,12.7,0.99096,W,7
3595,8.9,0.33,0.32,1.5,0.047,11,200,3.19,0.46,9.4,0.9954,W,5
3596,7.9,0.14,0.74,1.2,0.028,30,165,3.08,0.82,12.3,0.991,W,6
3597,6.4,0.26,0.43,12.6,0.033,64,230,3.08,0.38,8.9,0.9974,W,5
3598,7.3,0.365,0.49,2.5,0.088,39,106,3.36,0.78,11,0.9966,R,5
3599,7.8,0.26,0.44,1.3,0.037,43,132,3.18,0.65,10,0.9944,W,5
3600,6.2,0.15,0.27,11,0.035,46,116,3.12,0.38,9.1,0.99602,W,6
3601,6.1,0.15,0.29,6.2,0.046,39,151,3.6,0.44,10.6,0.99471,W,6
3602,7.1,0.44,0.27,8.4,0.057,60,160,3.16,0.36,11.8,0.99257,W,6
3603,11.9,0.4,0.65,2.15,0.068,7,27,3.06,0.68,11.3,0.9988,R,6
3604,6.8,0.32,0.39,9.6,0.026,34,124,3.18,0.35,12.1,0.99286,W,6
3605,6.7,0.31,0.18,7.7,0.043,57,200,3.17,0.44,9.4,0.99566,W,6
3606,8.2,0.39,0.49,2.3,0.099,47,133,3.38,0.99,9.8,0.9979,R,5
3607,8.8,0.42,0.21,2.5,0.092,33,88,3.19,0.52,9.2,0.99823,R,5
3608,8.3,0.26,0.31,2,0.029,14,141,2.95,0.77,12.2,0.99077,W,6
3609,8.2,0.38,0.32,2.5,0.08,24,71,3.27,0.85,11,0.99624,R,6
3610,7.1,0.6,0.01,2.3,0.079,24,37,3.4,0.61,10.9,0.99514,R,6
3611,7.4,0.25,0.49,1.1,0.042,35,156,3.13,0.55,11.3,0.9917,W,5
3612,7.7,0.34,0.28,11,0.04,31,117,3.27,0.29,9.2,0.99815,W,6
3613,5.8,0.22,0.29,0.9,0.034,34,89,3.14,0.36,11.1,0.98936,W,7
3614,8,0.59,0.16,1.8,0.065,3,16,3.42,0.92,10.5,0.9962,R,7
3615,7.3,0.26,0.33,11.8,0.057,48,127,3.1,0.55,10,0.99693,W,6
3616,7.1,0.27,0.27,10.4,0.041,26,114,3.04,0.52,11.5,0.99335,W,7
3617,6.6,0.58,0.3,5.1,0.057,30,123,3.24,0.38,9,0.9949,W,5
3618,6.6,0.56,0.15,10,0.037,38,157,3.28,0.52,9.4,0.99642,W,5
3619,7,0.25,0.33,2.1,0.021,17,76,3.26,0.45,12.3,0.99021,W,6
3620,5.6,0.32,0.33,7.4,0.037,25,95,3.25,0.49,11.1,0.99268,W,6
3621,6.5,0.38,0.26,5.2,0.042,33,112,3.06,0.5,12.3,0.99067,W,7
3622,6.6,0.19,0.99,1.2,0.122,45,129,3.09,0.31,8.7,0.9936,W,6
3623,7.1,0.44,0.23,5.8,0.035,24,100,3.15,0.57,13.2,0.99062,W,7
3624,6.6,0.15,0.32,6,0.033,59,128,3.19,0.71,12.1,0.99192,W,8
3625,7.1,0.66,0,3.9,0.086,17,45,3.46,0.54,9.5,0.9976,R,5
3626,6.7,0.4,0.22,8.8,0.052,24,113,3.22,0.45,9.4,0.99576,W,5
3627,8,0.23,0.41,1.1,0.048,35,150,3.09,0.47,11.2,0.99168,W,5
3628,7.9,0.11,0.49,4.5,0.048,27,133,3.24,0.42,10.6,0.9946,W,6
3629,8.8,0.41,0.64,2.2,0.093,9,42,3.54,0.66,10.5,0.9986,R,5
3630,6.3,0.19,0.21,1.8,0.049,35,163,3.31,0.5,10.3,0.9924,W,6
3631,7.5,0.64,0,2.4,0.077,18,29,3.32,0.6,10,0.9965,R,6
3632,6.9,0.4,0.14,2.4,0.085,21,40,3.43,0.63,9.7,0.9968,R,6
3633,6.4,0.33,0.28,4,0.04,24,81,3.26,0.64,12.6,0.9903,W,7
3634,6.6,0.31,0.07,1.5,0.033,55,144,3.16,0.42,10,0.99208,W,5
3635,6.6,0.725,0.09,5.5,0.117,9,17,3.35,0.49,10.8,0.99655,R,6
3636,6.2,0.29,0.23,12.4,0.048,33,201,3.11,0.56,9.9,0.99612,W,6
3637,7.5,0.23,0.29,2.6,0.031,24,98,3,0.54,10.9,0.99194,W,6
3638,7.3,0.2,0.44,1.4,0.045,21,98,3.15,0.46,10,0.9924,W,7
3639,9.4,0.29,0.55,2.2,0.05,17,119,3.12,0.69,10.3,0.9962,W,4
3640,7.5,0.31,0.51,14.8,0.039,62,204,3.06,0.6,9.5,0.9982,W,5
3641,8.2,0.35,0.33,2.4,0.076,11,47,3.27,0.81,11,0.99599,R,6
3642,7.1,0.23,0.35,16.5,0.04,60,171,3.16,0.59,9.1,0.999,W,6
3643,6.4,0.27,0.3,1.6,0.04,19,86,3.32,0.65,11.5,0.99089,W,6
3644,7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8.8,0.99807,W,8
3645,9.8,0.25,0.49,2.7,0.088,15,33,3.42,0.9,10,0.9982,R,6
3646,8.5,0.47,0.27,1.9,0.058,18,38,3.16,0.85,11.1,0.99518,R,6
3647,6.5,0.26,0.28,12.5,0.046,80,225,3.18,0.41,10,0.99685,W,6
3648,7.6,0.665,0.1,1.5,0.066,27,55,3.39,0.51,9.3,0.99655,R,5
3649,8.9,0.21,0.34,7.1,0.037,33,150,3.1,0.45,9.7,0.9962,W,6
3650,9.1,0.64,0.23,3.1,0.095,13,38,3.28,0.59,9.7,0.9998,R,5
3651,7.4,0.24,0.22,10.7,0.042,26,81,2.86,0.36,9.7,0.9954,W,6
3652,12.8,0.615,0.66,5.8,0.083,7,42,3.07,0.73,10,1.0022,R,7
3653,8.2,0.61,0.45,5.4,0.03,15,118,3.14,0.34,9.6,0.9954,W,5
3654,6.2,0.36,0.22,5.25,0.038,44,145,3.22,0.4,11.2,0.99184,W,6
3655,7.1,0.38,0.29,13.6,0.041,30,137,3.02,0.96,12.1,0.99461,W,6
3656,6.3,0.29,0.29,3.3,0.037,32,140,3.17,0.36,12.8,0.9895,W,7
3657,11.9,0.38,0.49,2.7,0.098,12,42,3.16,0.61,10.3,1.0004,R,5
3658,6.4,0.31,0.26,13.2,0.046,57,205,3.17,0.41,9.6,0.9975,W,5
3659,7,0.58,0.12,1.9,0.091,34,124,3.44,0.48,10.5,0.9956,R,5
3660,9.2,0.32,0.42,1.3,0.046,14,186,3.08,0.48,9.6,0.9949,W,5
3661,6.9,0.44,0.42,8.5,0.048,10,147,3.32,0.46,9.5,0.9974,W,6
3662,7,0.24,0.36,2.8,0.034,22,112,3.19,0.38,12.6,0.99,W,8
3663,7.5,0.3,0.32,1.4,0.032,31,161,2.95,0.42,10.5,0.99154,W,5
3664,6.6,0.22,0.23,17.3,0.047,37,118,3.08,0.46,8.8,0.99906,W,6
3665,7.1,0.22,0.74,2.7,0.044,42,144,3.31,0.41,12.2,0.991,W,6
3666,7.6,0.31,0.26,1.7,0.073,40,157,3.1,0.46,9.8,0.9938,W,5
3667,9.7,0.69,0.32,2.5,0.088,22,91,3.29,0.62,10.1,0.9979,R,5
3668,8.1,0.53,0.22,2.2,0.078,33,89,3.26,0.46,9.6,0.99678,R,6
3669,7.3,0.19,0.25,1.4,0.051,41,107,3.53,0.66,10.5,0.99382,W,7
3670,6.3,0.23,0.5,10.4,0.043,61,132,2.86,0.46,9.1,0.99542,W,6
3671,7.1,0.31,0.17,1,0.042,21,144,3.13,0.4,9.6,0.99304,W,5
3672,7,0.65,0.02,2.1,0.066,8,25,3.47,0.67,9.5,0.9972,R,6
3673,8,0.28,0.32,7.6,0.045,61,204,3.1,0.55,10.1,0.99543,W,6
3674,12.8,0.615,0.66,5.8,0.083,7,42,3.07,0.73,10,1.0022,R,7
3675,7.6,0.715,0,2.1,0.068,30,35,3.48,0.65,11.4,0.99533,R,6
3676,6.2,0.3,0.28,1.6,0.036,28,106,3.14,0.41,13.3,0.988245,W,6
3677,8.1,0.29,0.36,2.2,0.048,35,53,3.27,1.01,12.4,0.995,R,7
3678,6,0.26,0.15,1.2,0.053,35,124,3.08,0.46,8.8,0.99347,W,5
3679,6.9,0.24,0.36,20.8,0.031,40,139,3.2,0.33,11,0.9975,W,6
3680,7.7,0.3,0.34,1.2,0.048,4,119,3.18,0.34,12.1,0.99084,W,6
3681,7.5,0.32,0.49,1.7,0.031,44,109,3.07,0.46,12.5,0.9906,W,6
3682,6.8,0.32,0.3,1,0.049,22,113,3.24,0.61,10.2,0.99289,W,5
3683,6.4,0.25,0.32,5.5,0.049,41,176,3.19,0.68,9.2,0.995,W,6
3684,9,0.3,0.49,7.2,0.039,32,84,2.94,0.32,11.5,0.9938,W,6
3685,7.8,0.21,0.34,11.9,0.039,55,140,3.02,0.31,10.3,0.9959,W,6
3686,8.6,0.265,0.36,1.2,0.034,15,80,2.95,0.36,11.4,0.9913,W,7
3687,5.9,0.21,0.23,7.9,0.033,22,130,3.38,0.59,10.9,0.9944,W,6
3688,6.7,0.15,0.32,7.9,0.034,17,81,3.29,0.31,10,0.99512,W,6
3689,7.2,0.4,0.49,1.1,0.048,11,138,3.01,0.42,9.3,0.9929,W,5
3690,9.9,0.54,0.45,2.3,0.071,16,40,3.39,0.62,9.4,0.9991,R,5
3691,6.3,0.27,0.18,7.7,0.048,45,186,3.23,0.47,9,0.9962,W,5
3692,6.7,0.25,0.34,12.85,0.048,30,161,3.44,0.47,9.5,0.9986,W,6
3693,6,0.13,0.36,1.6,0.052,23,72,3.1,0.5,11.5,0.98974,W,7
3694,6.3,0.29,0.4,6.5,0.039,43,167,3.15,0.44,9.3,0.9953,W,6
3695,5.8,0.22,0.3,1.1,0.047,36,131,3.26,0.45,10.4,0.992,W,5
3696,6.4,0.29,0.44,3.6,0.197,75,183,3.01,0.38,9.1,0.9942,W,5
3697,6.2,0.12,0.26,5.7,0.044,56,158,3.52,0.37,10.5,0.9951,W,6
3698,10.1,0.31,0.35,1.6,0.075,9,28,3.24,0.83,11.2,0.99672,R,7
3699,10.6,0.34,0.49,3.2,0.078,20,78,3.19,0.7,10,0.9992,R,6
3700,9.4,0.24,0.29,8.5,0.037,124,208,2.9,0.38,11,0.99395,W,3
3701,5.9,0.4,0.32,6,0.034,50,127,3.51,0.58,12.5,0.992,W,7
3702,9.9,0.35,0.41,2.3,0.083,11,61,3.21,0.5,9.5,0.9982,R,5
3703,7.1,0.755,0.15,1.8,0.107,20,84,3.19,0.5,9.5,0.99593,R,5
3704,6.1,0.16,0.34,6.1,0.034,31,114,3.32,0.58,10.13333333,0.99365,W,7
3705,7.2,0.58,0.27,5.8,0.032,40,118,3.17,0.53,13,0.99088,W,7
3706,7,0.15,0.28,14.7,0.051,29,149,2.96,0.39,9,0.99792,W,7
3707,5.7,0.24,0.47,6.3,0.069,35,182,3.11,0.46,9.733333333,0.99391,W,5
3708,7.9,0.21,0.39,2,0.057,21,138,3.05,0.52,10.9,0.99176,W,5
3709,7.4,0.3,0.49,8.2,0.055,49,188,3.52,0.58,9.7,0.9974,W,6
3710,7.2,0.23,0.25,18.8,0.085,19,111,3.1,0.51,8.7,1.00044,W,5
3711,7.8,0.49,0.49,7,0.043,29,149,3.21,0.33,10,0.9952,W,5
3712,6.8,0.12,0.31,5.2,0.045,29,120,3.41,0.46,9.8,0.9942,W,7
3713,7.2,0.34,0.34,12.6,0.048,7,41,3.19,0.4,11.7,0.9942,W,5
3714,9.1,0.29,0.33,2.05,0.063,13,27,3.26,0.84,11.7,0.99516,R,7
3715,7.1,0.31,0.5,14.5,0.059,6,148,2.94,0.44,9.1,0.9983,W,5
3716,7,0.24,0.51,11,0.029,55,227,3.03,0.61,9.5,0.9965,W,5
3717,5.8,0.26,0.18,1.2,0.031,40,114,3.42,0.4,11,0.9908,W,7
3718,6.4,0.23,0.33,1.15,0.044,15.5,217.5,3.33,0.44,11,0.992,W,6
3719,7.8,0.25,0.34,13.7,0.044,66,184,3.22,0.75,8.9,0.99976,W,5
3720,5.6,0.22,0.32,1.2,0.024,29,97,3.2,0.46,13.05,0.98823,W,7
3721,6.7,0.28,0.28,2.4,0.012,36,100,3.26,0.39,11.7,0.99064,R,7
3722,7.6,0.26,0.36,1.6,0.032,6,106,3.15,0.4,10.4,0.993,W,4
3723,7.8,0.56,0.19,2.1,0.081,15,105,3.33,0.54,9.5,0.9962,R,5
3724,5.7,0.43,0.3,5.7,0.039,24,98,3.54,0.61,12.3,0.992,W,7
3725,7.4,0.19,0.42,6.4,0.067,39,212,3.3,0.33,9.6,0.9958,W,6
3726,7.4,0.64,0.47,14.15,0.168,42,185,2.9,0.49,9.3,0.9984,W,5
3727,8.2,0.3,0.44,12.4,0.043,52,154,3.04,0.33,12,0.99452,W,6
3728,6.1,0.32,0.25,2.3,0.071,23,58,3.42,0.97,10.6,0.99633,R,5
3729,7.4,0.33,0.26,15.6,0.049,67,210,3.06,0.68,9.5,0.99907,W,5
3730,6.9,0.3,0.36,0.9,0.037,40,156,3.08,0.36,12.1,0.98968,W,6
3731,8.1,0.28,0.4,6.9,0.05,30,97,3.26,0.44,10.1,0.9951,W,6
3732,9.5,0.21,0.47,1.3,0.039,21,123,2.9,0.64,9.5,0.9959,W,5
3733,6.7,0.2,0.41,9.1,0.044,50,166,3.14,0.58,9.8,0.9954,W,6
3734,6.5,0.24,0.32,7.6,0.038,48,203,3.45,0.54,9.7,0.9958,W,7
3735,7.4,0.5,0.47,2,0.086,21,73,3.36,0.57,9.1,0.997,R,5
3736,6.7,0.16,0.28,2.5,0.046,40,153,3.38,0.51,11.4,0.9921,W,7
3737,11.8,0.38,0.55,2.1,0.071,5,19,3.11,0.62,10.8,0.9986,R,6
3738,7.6,0.17,0.27,4.6,0.05,23,98,3.08,0.47,9.5,0.99422,W,6
3739,6.4,0.37,0.12,5.9,0.056,6,91,3.06,0.46,8.4,0.99536,W,4
3740,13.8,0.49,0.67,3,0.093,6,15,3.02,0.93,12,0.9986,R,6
3741,6.8,0.39,0.34,7.4,0.02,38,133,3.18,0.44,12,0.99212,W,7
3742,10,0.41,0.45,6.2,0.071,6,14,3.21,0.49,11.8,0.99702,R,7
3743,4.7,0.6,0.17,2.3,0.058,17,106,3.85,0.6,12.9,0.9932,R,6
3744,6.7,0.54,0.27,7.1,0.049,8,178,3.16,0.38,9.4,0.99502,W,4
3745,8.8,0.47,0.49,2.9,0.085,17,110,3.29,0.6,9.8,0.9982,R,5
3746,6.9,0.29,0.16,6.8,0.034,65,212,3.08,0.39,9,0.9955,W,6
3747,7.2,0.3,0.3,8.1,0.05,40,188,3.15,0.49,9.1,0.99652,W,6
3748,6.6,0.32,0.22,16.7,0.046,38,133,3.22,0.67,10.4,0.9979,W,6
3749,7.5,0.17,0.71,11.8,0.038,52,148,3.03,0.46,8.9,0.99801,W,5
3750,6.8,0.34,0.44,6.6,0.052,28,156,3.14,0.41,9.6,0.9955,W,5
3751,7.6,0.31,0.34,2.5,0.082,26,35,3.22,0.59,12.5,0.99356,R,7
3752,7.6,0.32,0.58,16.75,0.05,43,163,3.15,0.54,9.2,0.9999,W,5
3753,9.6,0.42,0.35,2.1,0.083,17,38,3.23,0.66,11.1,0.99622,R,6
3754,6.7,0.41,0.01,2.8,0.048,39,137,3.24,0.35,9.5,0.9942,W,5
3755,6.5,0.28,0.29,2.7,0.038,26,107,3.32,0.41,11.6,0.9912,W,7
3756,6.6,0.55,0.01,2.7,0.034,56,122,3.15,0.3,11.9,0.9906,W,5
3757,7,0.4,0.25,1.8,0.05,51,189,3,0.55,11.4,0.99174,W,6
3758,7.9,0.43,0.21,1.6,0.106,10,37,3.17,0.91,9.5,0.9966,R,5
3759,7.2,0.25,0.32,1.5,0.047,27,132,3.26,0.44,10.5,0.9933,W,5
3760,6.8,0.26,0.24,1.9,0.043,70,154,3.18,0.52,10.5,0.99273,W,5
3761,8.3,0.22,0.38,14.8,0.054,32,126,3.22,0.5,9.7,1.0002,W,5
3762,7,0.16,0.26,6.85,0.047,30,220,3.38,0.58,10.1,0.99622,W,6
3763,6.8,0.83,0.09,1.8,0.074,4,25,3.38,0.45,9.6,0.99534,R,5
3764,7.6,0.4,0.27,5.2,0.03,32,101,3.22,0.62,12.3,0.99172,W,7
3765,5.8,0.6,0,1.3,0.044,72,197,3.56,0.43,10.9,0.99202,W,5
3766,6.2,0.28,0.22,7.3,0.041,26,157,3.44,0.64,9.8,0.9957,W,7
3767,5.4,0.42,0.27,2,0.092,23,55,3.78,0.64,12.3,0.99471,R,7
3768,5.9,0.415,0.02,0.8,0.038,22,63,3.36,0.36,9.3,0.9932,W,5
3769,6.3,0.27,0.37,7.9,0.047,58,215,3.19,0.48,9.5,0.99542,W,6
3770,6.4,0.34,0.2,14.9,0.06,37,162,3.13,0.45,9,0.9983,W,4
3771,6.7,0.46,0.27,5.2,0.039,35,96,3.16,0.44,12.4,0.99129,W,7
3772,5.8,0.275,0.3,5.4,0.043,41,149,3.33,0.42,10.8,0.9926,W,7
3773,7.4,0.22,0.26,1.2,0.035,18,97,3.12,0.41,9.7,0.99245,W,6
3774,7.7,0.6,0.06,2,0.079,19,41,3.39,0.62,10.1,0.99697,R,6
3775,6.5,0.61,0,2.2,0.095,48,59,3.61,0.7,11.5,0.99541,R,6
3776,10.9,0.39,0.47,1.8,0.118,6,14,3.3,0.75,9.8,0.9982,R,6
3777,6.2,0.2,0.25,15,0.055,8,120,3.19,0.53,9.6,0.99767,W,6
3778,6.7,0.21,0.49,1.4,0.047,30,114,2.92,0.42,10.8,0.9914,W,7
3779,8.7,0.31,0.21,5.6,0.039,28,67,2.96,0.52,11,0.99328,W,4
3780,7.3,0.25,0.26,7.2,0.048,52,207,3.12,0.37,9.2,0.99587,W,5
3781,7.6,0.32,0.35,1.6,0.092,24,138,3.19,0.44,9.8,0.99438,W,5
3782,6.3,0.22,0.22,5.6,0.039,31,128,3.12,0.46,10.4,0.99296,W,6
3783,8.4,0.37,0.43,2.3,0.063,12,19,3.17,0.81,11.2,0.9955,R,7
3784,7.1,0.43,0.42,5.5,0.071,28,128,3.42,0.71,10.5,0.9973,R,5
3785,7.8,0.26,0.31,3.6,0.025,22,100,2.99,0.47,12.1,0.99066,W,7
3786,9,0.245,0.38,5.9,0.045,52,159,2.93,0.35,10.2,0.995,W,6
3787,6.3,0.24,0.29,1.6,0.052,48,185,3.21,0.5,9.4,0.9934,W,5
3788,8.5,0.655,0.49,6.1,0.122,34,151,3.31,1.14,9.3,1.001,R,5
3789,6.6,0.3,0.3,4.8,0.17,60,166,3.18,0.47,9.4,0.9946,W,5
3790,5.8,0.26,0.24,9.2,0.044,55,152,3.31,0.38,9.4,0.9961,W,5
3791,5.6,0.49,0.13,4.5,0.039,17,116,3.42,0.9,13.7,0.9907,W,7
3792,6.4,0.28,0.29,1.6,0.052,34,127,3.48,0.56,10.5,0.9929,W,7
3793,8.2,0.74,0.09,2,0.067,5,10,3.28,0.57,11.8,0.99418,R,6
3794,6.6,0.27,0.33,1.4,0.042,24,183,3.29,0.46,10.7,0.99215,W,5
3795,6.3,0.21,0.29,11.7,0.048,49,147,3.22,0.38,10.8,0.99482,W,5
3796,11.1,0.31,0.53,2.2,0.06,3,10,3.02,0.83,10.9,0.99572,R,7
3797,6.6,0.17,0.35,2.6,0.03,33,78,3.22,0.72,11.3,0.99146,W,6
3798,5.7,0.6,0,1.4,0.063,11,18,3.45,0.56,12.2,0.99191,R,6
3799,7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8.8,0.99807,W,8
3800,7,0.14,0.41,0.9,0.037,22,95,3.25,0.43,10.9,0.9914,W,6
3801,8.1,0.28,0.46,15.4,0.059,32,177,3.27,0.58,9,1.0004,W,4
3802,6.5,0.34,0.28,1.8,0.041,43,188,3.13,0.37,9.6,0.9928,W,6
3803,7.3,0.19,0.24,6.3,0.054,34,231,3.36,0.54,10,0.9964,W,6
3804,6.5,0.46,0.31,5,0.027,15,72,3.26,0.6,11.5,0.99165,W,7
3805,6.9,0.54,0.04,3,0.077,7,27,3.69,0.91,9.4,0.9987,R,6
3806,6.8,0.3,0.23,4.6,0.061,50.5,238.5,3.32,0.6,9.5,0.9958,W,5
3807,6.8,0.23,0.29,15.4,0.073,56,173,3.06,0.41,8.7,0.9984,W,6
3808,6.9,0.24,0.49,1.3,0.032,35,148,3.45,0.57,10.7,0.9932,W,7
3809,7.2,0.33,0.22,4.5,0.031,10,73,2.97,0.52,12.2,0.99076,W,7
3810,7.3,0.32,0.29,1.5,0.038,32,144,3.2,0.55,10.8,0.99296,W,5
3811,6.1,0.59,0.01,2.1,0.056,5,13,3.52,0.56,11.4,0.99472,R,5
3812,6.7,0.16,0.49,2.4,0.046,57,187,3.62,0.81,10.4,0.9952,W,6
3813,6.5,0.43,0.18,13.15,0.032,25,131,3.23,0.51,10.7,0.99565,W,5
3814,7.8,0.34,0.37,2,0.082,24,58,3.34,0.59,9.4,0.9964,R,6
3815,6.7,0.35,0.32,9,0.032,29,113,3.13,0.65,12.9,0.99188,W,7
3816,8.4,0.36,0.32,2.2,0.081,32,79,3.3,0.72,11,0.9964,R,6
3817,6.5,0.13,0.37,1,0.036,48,114,3.41,0.51,11.5,0.9911,W,8
3818,6.7,0.56,0.09,2.9,0.079,7,22,3.46,0.61,10.2,0.99669,R,5
3819,7.3,0.24,0.39,17.95,0.057,45,149,3.21,0.36,8.6,0.9999,W,5
3820,5.9,0.14,0.25,4.5,0.027,34,140,3.49,0.51,10.8,0.9934,W,6
3821,7,0.13,0.37,12.85,0.042,36,105,3.05,0.55,10.7,0.99581,W,6
3822,7,0.43,0.36,1.6,0.089,14,37,3.34,0.56,9.2,0.99615,R,6
3823,6,0.39,0.13,1.2,0.042,60,172,3.06,0.52,10.6,0.99114,W,5
3824,7.6,0.56,0.12,10.4,0.096,22,177,3.32,0.45,9.1,0.9983,W,4
3825,7.8,0.42,0.26,9.2,0.058,34,199,3.14,0.55,9.3,0.9972,W,6
3826,7.2,0.605,0.02,1.9,0.096,10,31,3.46,0.53,11.8,0.995,R,6
3827,7.6,0.63,0.03,2,0.08,27,43,3.44,0.64,10.9,0.99578,R,6
3828,6.5,0.31,0.14,7.5,0.044,34,133,3.22,0.5,9.5,0.9955,W,5
3829,5.4,0.31,0.47,3,0.053,46,144,3.29,0.76,10,0.9931,W,5
3830,6.9,0.635,0.17,2.4,0.241,6,18,3.4,0.59,10.3,0.9961,R,6
3831,7.3,0.2,0.39,2.3,0.048,24,87,2.94,0.35,12,0.99044,W,6
3832,6.7,0.27,0.69,1.2,0.176,36,106,2.96,0.43,9.2,0.99288,W,6
3833,6.6,0.39,0.39,11.9,0.057,51,221,3.26,0.51,8.9,0.99851,W,6
3834,6,0.29,0.2,12.6,0.045,45,187,3.33,0.42,9.5,0.9972,W,5
3835,6.9,0.3,0.3,1.3,0.053,24,186,3.29,0.54,9.9,0.99361,W,4
3836,8,0.57,0.39,3.9,0.034,22,122,3.29,0.67,12.8,0.9917,W,7
3837,6.8,0.15,0.41,12.9,0.044,79.5,183,3.24,0.78,10.2,0.99742,W,6
3838,6.2,0.23,0.36,17.2,0.039,37,130,3.23,0.43,8.8,0.99946,W,6
3839,6.5,0.29,0.25,2.5,0.142,8,111,3,0.44,9.9,0.9927,W,4
3840,7.7,0.26,0.32,1.2,0.04,26,117,3.21,0.56,10.8,0.993,W,5
3841,6.8,0.19,0.33,4.9,0.047,42,130,3.12,0.56,11,0.99283,W,6
3842,7.8,0.24,0.38,2.1,0.058,14,167,3.21,0.55,9.9,0.994,W,5
3843,6.3,0.31,0.3,10,0.046,49,212,3.74,0.55,11.9,0.9962,W,6
3844,5.6,0.19,0.39,1.1,0.043,17,67,3.23,0.53,10.3,0.9918,W,6
3845,6.6,0.28,0.34,0.8,0.037,42,119,3.03,0.37,12.5,0.9888,W,6
3846,5.7,0.22,0.2,16,0.044,41,113,3.22,0.46,8.9,0.99862,W,6
3847,6.6,0.15,0.32,6,0.033,59,128,3.19,0.71,12.1,0.99192,W,8
3848,12.2,0.48,0.54,2.6,0.085,19,64,3.1,0.61,10.5,1,R,6
3849,7.4,0.13,0.39,4.7,0.042,36,137,3.36,0.56,10.3,0.995,W,7
3850,6.2,0.3,0.2,6.6,0.045,42,170,3.36,0.45,10.4,0.9944,W,6
3851,6.4,0.34,0.2,14.9,0.06,37,162,3.13,0.45,9,0.9983,W,4
3852,8.7,0.45,0.4,1.5,0.067,17,100,3.27,0.57,10.1,0.9957,W,6
3853,7.3,0.26,0.33,17.85,0.049,41.5,195,3.06,0.44,9.1,1,W,7
3854,7.9,0.65,0.01,2.5,0.078,17,38,3.34,0.74,11.7,0.9963,R,7
3855,8.2,0.23,0.42,1.9,0.069,9,17,3.21,0.54,12.3,0.99376,R,6
3856,7.8,0.28,0.25,3.4,0.024,27,99,2.98,0.37,13,0.98959,W,6
3857,5.9,0.28,0.34,3.6,0.04,50,194,3.31,0.52,11.6,0.9912,W,6
3858,9.4,0.27,0.53,2.4,0.074,6,18,3.2,1.13,12,0.9962,R,7
3859,7,0.21,0.34,8,0.057,19,101,2.99,0.59,9.4,0.9954,W,5
3860,6.1,0.17,0.42,15.1,0.033,28,124,2.87,0.47,9.5,0.99684,W,5
3861,6.6,0.21,0.6,1.1,0.135,61,144,3.12,0.39,9.3,0.9927,W,7
3862,9.8,0.44,0.47,2.5,0.063,9,28,3.24,0.65,10.8,0.9981,R,6
3863,6.8,0.24,0.4,1.8,0.047,34,105,3.13,0.49,12.8,0.99,W,8
3864,8,0.23,0.35,9.2,0.044,53,186,3.09,0.56,9.5,0.997,W,7
3865,7.1,0.18,0.26,1.3,0.041,20,71,3.04,0.74,9.9,0.9926,W,6
3866,10.4,0.41,0.55,3.2,0.076,22,54,3.15,0.89,9.9,0.9996,R,6
3867,6.8,0.21,0.36,18.1,0.046,32,133,3.27,0.48,8.8,1,W,5
3868,6.5,0.24,0.29,8.2,0.043,32,156,3.13,0.7,10.1,0.99453,W,6
3869,6.9,0.4,0.56,11.2,0.043,40,142,3.14,0.46,8.7,0.9975,W,5
3870,8.5,0.21,0.26,9.25,0.034,73,142,3.05,0.37,11.4,0.9945,W,6
3871,9.2,0.56,0.18,1.6,0.078,10,21,3.15,0.49,9.9,0.99576,R,5
3872,7.4,0.25,0.36,13.2,0.067,53,178,3.01,0.48,9,0.9976,W,6
3873,6,0.26,0.18,7,0.055,50,194,3.21,0.43,9,0.99591,W,5
3874,6.4,0.4,0.23,1.6,0.066,5,12,3.34,0.56,9.2,0.9958,R,5
3875,5.9,0.29,0.16,7.9,0.044,48,197,3.21,0.36,9.4,0.99512,W,5
3876,7.5,0.27,0.36,7,0.036,45,164,3.03,0.33,11,0.9939,W,5
3877,6.2,0.28,0.45,7.5,0.045,46,203,3.26,0.46,9.2,0.99573,W,6
3878,8.7,0.46,0.31,2.5,0.126,24,64,3.1,0.74,9.6,0.99746,R,5
3879,7.2,0.28,0.3,10.7,0.044,61,222,3.14,0.5,9.1,0.9972,W,6
